,algorithm,rand_setting,LPO_LCO_LDO,CV_split,MSE,RMSE,MAE,R^2,Pearson,Spearman,Kendall,Spearman: normalized,Pearson: normalized,Kendall: normalized,R^2: normalized
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_2,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,2,1.5910836870092668,1.2613816579486428,0.8546284523849477,0.7541945759958516,0.8696040901795212,0.8619009644497019,0.6933254618896947,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_9,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,9,1.685536488468183,1.2982821297654,0.8617691118558226,0.7405013462397592,0.8611024146443155,0.8582356320700261,0.6906896524946139,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_6,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,6,1.606880002164046,1.2676277064517192,0.8488569177301231,0.7523511704693726,0.868256957656574,0.8639062495891184,0.6962635747874958,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_7,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,7,1.6317368252496494,1.2773945456473694,0.8599434295241433,0.7479986054457636,0.8658285120127309,0.8582857649192526,0.6902272759026461,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_5,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,5,1.5402653160431878,1.241074258875426,0.8384069014206422,0.7607208844424151,0.8731414240899149,0.867843368757121,0.6995037803602578,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_4,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,4,1.6050669269722986,1.2669123596256762,0.8579422173410282,0.7526071446322893,0.8687000303936705,0.8656832587984762,0.6967065531136736,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_0,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,0,1.8191374937585767,1.3487540523603911,0.9045422114808849,0.7202979769062188,0.8494680573502836,0.8492563306540771,0.6786631808153193,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_1,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,1,1.7788061260858197,1.3337189081983578,0.8987003390006046,0.723941934523205,0.8515560996179943,0.8481211059606267,0.6775634337672563,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_3,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,3,1.7516574460720291,1.323501963002711,0.8950795577740788,0.7272697014689936,0.8534148371387664,0.8460867787923473,0.6755205992364903,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_2,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,2,1.726861934442292,1.314101188813971,0.8982690646918541,0.7332182879769924,0.8574805133366064,0.8507696863536982,0.6785358201069733,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_6,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,6,1.7234725591890285,1.3128109380977249,0.8885201899472659,0.7343821807250643,0.8579398174178605,0.8542223101675298,0.6834058829101975,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_7,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,7,1.7779143321943667,1.3333845402562483,0.9067676068812162,0.7254233132586215,0.8526580967935563,0.8479771772168792,0.6758325801967662,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_8,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,8,1.6954830702722716,1.3021071654331189,0.8658153657035766,0.7392751425166671,0.8605559051506342,0.8600695723277142,0.6918558929969457,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_9,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,9,1.6899202054452915,1.299969309424377,0.8591705027899877,0.7398264461935078,0.8607209787811897,0.8577939521851031,0.690677519856004,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_5,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,5,1.6716160155549995,1.292909902334652,0.882132635379851,0.7403156471890073,0.8613498958007842,0.8576096013243258,0.6851355423329243,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_4,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,4,1.7452120148739878,1.3210647277381937,0.9010740134936099,0.7310062425894326,0.8560322545174612,0.8552562672447539,0.6827451363149846,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_8,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,8,1.6721961292281675,1.2931342270731865,0.8641730857143041,0.7428561186357456,0.8628339716413598,0.8617406920691929,0.6934317637935483,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_9,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,9,1.7124626191207237,1.3086109502524896,0.8606873057255596,0.736355903703741,0.858424756448376,0.8564858121909885,0.6891430901340658,,,,
MultiOmicsRandomForest_predictions_LPO_split_3,MultiOmicsRandomForest,predictions,LPO,3,1.636249751062618,1.279159783241569,0.8557343384610467,0.7452384973561534,0.8638804457930704,0.8566337615538582,0.6888606672555796,0.30262661328436763,0.2703694314568691,0.21157327353328675,0.04438479865282041
MultiOmicsRandomForest_predictions_LPO_split_2,MultiOmicsRandomForest,predictions,LPO,2,1.5744550939848754,1.2547729252677058,0.8512664677141212,0.756763515890293,0.8710780672507247,0.8631442664472971,0.6946365773971251,0.3074085225791846,0.28354297188191413,0.2150186133572322,0.054581480391882375
MultiOmicsRandomForest_predictions_LPO_split_0,MultiOmicsRandomForest,predictions,LPO,0,1.6770836998555285,1.2950226638385633,0.8570382097688546,0.742139499979187,0.8621976397212473,0.8608780642828641,0.6948974796281455,0.3027237136934373,0.2604403152259176,0.21152681163307294,0.039417577878057775
MultiOmicsRandomForest_predictions_LPO_split_1,MultiOmicsRandomForest,predictions,LPO,1,1.6555476666246822,1.2866808720987042,0.8601422561569164,0.7430707712038865,0.8626342469579278,0.8575364280112968,0.6901810695987683,0.30414878195694917,0.28950155788849097,0.21169045877777057,0.0613875772801552
MultiOmicsRandomForest_predictions_LPO_split_5,MultiOmicsRandomForest,predictions,LPO,5,1.5389577303072635,1.240547351094372,0.8385801930257536,0.7609240169515672,0.8732584671123578,0.866850891356388,0.6988067621241753,0.317796204450915,0.287655280102095,0.22315126276341382,0.054321006837732555
MultiOmicsRandomForest_predictions_LPO_split_4,MultiOmicsRandomForest,predictions,LPO,4,1.595032667873906,1.2629460273004172,0.8567616847001487,0.7541537493053626,0.8696726853601939,0.866177292250637,0.6973889830544124,0.318248531188833,0.2952003521252424,0.22190528519940186,0.06751875720609757
MultiOmicsRandomForest_predictions_LPO_split_6,MultiOmicsRandomForest,predictions,LPO,6,1.5996222443624017,1.264761734226017,0.8468951615997958,0.7534697202193062,0.8688641340956395,0.865107819826124,0.6973917020187334,0.3063117427432016,0.2774639666178976,0.21418955590146893,0.04985147853915084
MultiOmicsRandomForest_predictions_LPO_split_7,MultiOmicsRandomForest,predictions,LPO,7,1.6205182561971065,1.2729957801175567,0.8550263683989088,0.7497311734692322,0.8667561585617288,0.8597909046320855,0.6919857991989554,0.3164940220183491,0.2926538562841094,0.22176429208233173,0.06435484670555358
MultiOmicsRandomForest_predictions_LPO_split_9,MultiOmicsRandomForest,predictions,LPO,9,1.672627158392509,1.293300876978172,0.853855247313385,0.7424888165784336,0.8621950891468313,0.8597579896309308,0.6926313862894788,0.3001625336814371,0.2535664777425216,0.21002042963084325,0.027136354056499945
MultiOmicsRandomForest_predictions_LPO_split_8,MultiOmicsRandomForest,predictions,LPO,8,1.6531347513853216,1.2857428791890397,0.858773082123859,0.7457873039177749,0.8645369259554797,0.8630762421570681,0.6955856483037003,0.3220767679140873,0.2804182850667279,0.22513290621462617,0.05656648503413442
NaivePredictor_predictions_LPO_split_3,NaivePredictor,predictions,LPO,3,6.422703026041547,2.534305235373503,1.964797681186947,-4.7198704851147966e-06,0.0,0.0,0.0,0.029762710532534445,0.023287696647929228,0.023006427973750573,-2.79041475891958
NaivePredictor_predictions_LPO_split_2,NaivePredictor,predictions,LPO,2,6.472945861419021,2.544198471310566,1.9591437210146918,-9.52189218805799e-07,0.0,0.0,0.0,0.017039252074276322,-0.0006027360398146702,0.014350608120830416,-2.902628608652082
NaivePredictor_predictions_LPO_split_0,NaivePredictor,predictions,LPO,0,6.531527250037605,2.5556852799274026,1.980046591637673,-3.54488779441553e-07,0.0,0.0,0.0,0.015543325255433444,0.010720574170038449,0.013283925486315936,-2.7894791210973953
NaivePredictor_predictions_LPO_split_1,NaivePredictor,predictions,LPO,1,6.444565288919236,2.5386148366617642,1.9569183136292398,-0.00015071929885790425,0.0,0.0,0.0,0.02543787769243435,0.024920843196688393,0.01991269738339695,-2.6917327264657014
NaivePredictor_predictions_LPO_split_5,NaivePredictor,predictions,LPO,5,6.437256742172484,2.5371749530082637,1.9532346780908612,-2.3232257826633074e-05,0.0,0.0,0.0,0.01746519497432896,0.012296866551343264,0.014967246724302458,-2.9944899605947177
NaivePredictor_predictions_LPO_split_4,NaivePredictor,predictions,LPO,4,6.489235999303113,2.5473978879050505,1.9820600999442128,-0.00020167137257520729,0.0,0.0,0.0,0.025532348644526224,0.018900362011638527,0.02047521382115509,-2.8121992492456114
NaivePredictor_predictions_LPO_split_6,NaivePredictor,predictions,LPO,6,6.489628781839349,2.54747498159243,1.9710135846000532,-0.00016738633026602834,0.0,0.0,0.0,0.012956849110376482,0.010113756078936144,0.011655225613778694,-2.885536813004625
NaivePredictor_predictions_LPO_split_7,NaivePredictor,predictions,LPO,7,6.475350371800032,2.5446709751557335,1.9676707034987386,-3.707624312698776e-05,0.0,0.0,0.0,0.010360600499296983,0.002462508937019556,0.009752048087304854,-2.80160361205466
NaivePredictor_predictions_LPO_split_9,NaivePredictor,predictions,LPO,9,6.495473499971039,2.5486218825025886,1.9691912144657182,-1.78817307294743e-05,0.0,0.0,0.0,0.0239480814556269,0.011713596544389186,0.019521660926223757,-2.8046406981540604
NaivePredictor_predictions_LPO_split_8,NaivePredictor,predictions,LPO,8,6.502981210132178,2.5500943531822853,1.9642938836776491,-3.4084423095048777e-06,0.0,0.0,0.0,0.032204151576506766,0.020542895890209144,0.025165612784575166,-2.7775535718940794
